프로모션별,캠페인명,일자,노출수,클릭수,라이브일자,연도,월,광고상품명_정리,구분,광고주
202508감스트굿즈,20250809_커머스사업팀_감스트굿즈_MO방송국배너,2025-08-19 0:00:00,160356,247,2025-08-09 0:00:00,2025,8,방송국 배너,굿즈,감스트굿즈
202508감스트굿즈,20250809_커머스사업팀_감스트굿즈_MO방송국배너,2025-08-11 0:00:00,190021,187,2025-08-09 0:00:00,2025,8,방송국 배너,굿즈,감스트굿즈
202508감스트굿즈,20250809_커머스사업팀_감스트굿즈_MO방송국배너,2025-08-16 0:00:00,127520,104,2025-08-09 0:00:00,2025,8,방송국 배너,굿즈,감스트굿즈
202508감스트굿즈,20250809_커머스사업팀_감스트굿즈_MO방송국배너,2025-08-21 0:00:00,136670,103,2025-08-09 0:00:00,2025,8,방송국 배너,굿즈,감스트굿즈
202508감스트굿즈,20250809_커머스사업팀_감스트굿즈_MO방송국배너,2025-08-13 0:00:00,149834,157,2025-08-09 0:00:00,2025,8,방송국 배너,굿즈,감스트굿즈
202508감스트굿즈,20250809_커머스사업팀_감스트굿즈_MO방송국배너,2025-08-18 0:00:00,170998,165,2025-08-09 0:00:00,2025,8,방송국 배너,굿즈,감스트굿즈
202508감스트굿즈,20250809_커머스사업팀_감스트굿즈_MO방송국배너,2025-08-10 0:00:00,182674,158,2025-08-09 0:00:00,2025,8,방송국 배너,굿즈,감스트굿즈
202508감스트굿즈,20250809_커머스사업팀_감스트굿즈_MO방송국배너,2025-08-15 0:00:00,164961,145,2025-08-09 0:00:00,2025,8,방송국 배너,굿즈,감스트굿즈
202508감스트굿즈,20250809_커머스사업팀_감스트굿즈_MO방송국배너,2025-08-20 0:00:00,147246,101,2025-08-09 0:00:00,2025,8,방송국 배너,굿즈,감스트굿즈
202508감스트굿즈,20250809_커머스사업팀_감스트굿즈_MO방송국배너,2025-08-12 0:00:00,174162,155,2025-08-09 0:00:00,2025,8,방송국 배너,굿즈,감스트굿즈
202508감스트굿즈,20250809_커머스사업팀_감스트굿즈_MO리스트,2025-08-15 0:00:00,32534,62,2025-08-09 0:00:00,2025,8,모바일 리스트 배너(SOOP),굿즈,감스트굿즈
202508감스트굿즈,20250809_커머스사업팀_감스트굿즈_MO리스트,2025-08-20 0:00:00,29064,39,2025-08-09 0:00:00,2025,8,모바일 리스트 배너(SOOP),굿즈,감스트굿즈
202508감스트굿즈,20250809_커머스사업팀_감스트굿즈_MO리스트,2025-08-12 0:00:00,30978,60,2025-08-09 0:00:00,2025,8,모바일 리스트 배너(SOOP),굿즈,감스트굿즈
202508감스트굿즈,20250809_커머스사업팀_감스트굿즈_MO리스트,2025-08-09 0:00:00,15333,35,2025-08-09 0:00:00,2025,8,모바일 리스트 배너(SOOP),굿즈,감스트굿즈
202508감스트굿즈,20250809_커머스사업팀_감스트굿즈_MO리스트,2025-08-17 0:00:00,38176,75,2025-08-09 0:00:00,2025,8,모바일 리스트 배너(SOOP),굿즈,감스트굿즈
202508감스트굿즈,20250809_커머스사업팀_감스트굿즈_MO리스트,2025-08-22 0:00:00,23538,39,2025-08-09 0:00:00,2025,8,모바일 리스트 배너(SOOP),굿즈,감스트굿즈
202508감스트굿즈,20250809_커머스사업팀_감스트굿즈_MO리스트,2025-08-14 0:00:00,34122,66,2025-08-09 0:00:00,2025,8,모바일 리스트 배너(SOOP),굿즈,감스트굿즈
202508감스트굿즈,20250809_커머스사업팀_감스트굿즈_MO리스트,2025-08-19 0:00:00,27974,44,2025-08-09 0:00:00,2025,8,모바일 리스트 배너(SOOP),굿즈,감스트굿즈
202508감스트굿즈,20250809_커머스사업팀_감스트굿즈_MO리스트,2025-08-11 0:00:00,33712,89,2025-08-09 0:00:00,2025,8,모바일 리스트 배너(SOOP),굿즈,감스트굿즈
202508감스트굿즈,20250809_커머스사업팀_감스트굿즈_MO리스트,2025-08-16 0:00:00,27497,48,2025-08-09 0:00:00,2025,8,모바일 리스트 배너(SOOP),굿즈,감스트굿즈
202508감스트굿즈,20250809_커머스사업팀_감스트굿즈_MO리스트,2025-08-21 0:00:00,27431,38,2025-08-09 0:00:00,2025,8,모바일 리스트 배너(SOOP),굿즈,감스트굿즈
202508감스트굿즈,20250809_커머스사업팀_감스트굿즈_MO리스트,2025-08-13 0:00:00,31252,56,2025-08-09 0:00:00,2025,8,모바일 리스트 배너(SOOP),굿즈,감스트굿즈
202508감스트굿즈,20250809_커머스사업팀_감스트굿즈_MO리스트,2025-08-18 0:00:00,28647,50,2025-08-09 0:00:00,2025,8,모바일 리스트 배너(SOOP),굿즈,감스트굿즈
202508감스트굿즈,20250809_커머스사업팀_감스트굿즈_MO리스트,2025-08-10 0:00:00,32767,71,2025-08-09 0:00:00,2025,8,모바일 리스트 배너(SOOP),굿즈,감스트굿즈
202505LCK이벤트,20250518_IP콘텐츠_LCK이벤트_PC 비쥬얼 보드(SOOP)_종일,2025-05-19 0:00:00,109,3,2025-05-18 0:00:00,2025,5,PC 비쥬얼 보드(SOOP),숲토어,LCK이벤트
202505LCK이벤트,20250518_IP콘텐츠_LCK이벤트_PC 비쥬얼 보드(SOOP)_종일,2025-05-18 0:00:00,1792475,3995,2025-05-18 0:00:00,2025,5,PC 비쥬얼 보드(SOOP),숲토어,LCK이벤트
202505LCK이벤트,20250515_IP콘텐츠_LCK이벤트_PC상단배너(SOOP),2025-05-18 0:00:00,304468,220,2025-05-15 0:00:00,2025,5,PC 플레이어 상단배너(SOOP),숲토어,LCK이벤트
202505LCK이벤트,20250515_IP콘텐츠_LCK이벤트_PC상단배너(SOOP),2025-05-15 0:00:00,454843,301,2025-05-15 0:00:00,2025,5,PC 플레이어 상단배너(SOOP),숲토어,LCK이벤트
202505LCK이벤트,20250515_IP콘텐츠_LCK이벤트_PC상단배너(SOOP),2025-05-20 0:00:00,150389,81,2025-05-15 0:00:00,2025,5,PC 플레이어 상단배너(SOOP),숲토어,LCK이벤트
202505LCK이벤트,20250515_IP콘텐츠_LCK이벤트_PC상단배너(SOOP),2025-05-17 0:00:00,127277,65,2025-05-15 0:00:00,2025,5,PC 플레이어 상단배너(SOOP),숲토어,LCK이벤트
202505LCK이벤트,20250515_IP콘텐츠_LCK이벤트_PC상단배너(SOOP),2025-05-22 0:00:00,808843,454,2025-05-15 0:00:00,2025,5,PC 플레이어 상단배너(SOOP),숲토어,LCK이벤트
202505LCK이벤트,20250515_IP콘텐츠_LCK이벤트_PC상단배너(SOOP),2025-05-19 0:00:00,144340,78,2025-05-15 0:00:00,2025,5,PC 플레이어 상단배너(SOOP),숲토어,LCK이벤트
202505LCK이벤트,20250515_IP콘텐츠_LCK이벤트_PC상단배너(SOOP),2025-05-16 0:00:00,366330,173,2025-05-15 0:00:00,2025,5,PC 플레이어 상단배너(SOOP),숲토어,LCK이벤트
202505LCK이벤트,20250515_IP콘텐츠_LCK이벤트_PC상단배너(SOOP),2025-05-21 0:00:00,557082,279,2025-05-15 0:00:00,2025,5,PC 플레이어 상단배너(SOOP),숲토어,LCK이벤트
202505LCK이벤트,20250515_IP콘텐츠_LCK이벤트_PC 서브 브랜딩(SOOP),2025-05-19 0:00:00,214512,95,2025-05-15 0:00:00,2025,5,PC 서브 브랜딩(SOOP),숲토어,LCK이벤트
202505LCK이벤트,20250515_IP콘텐츠_LCK이벤트_PC 서브 브랜딩(SOOP),2025-05-16 0:00:00,180896,100,2025-05-15 0:00:00,2025,5,PC 서브 브랜딩(SOOP),숲토어,LCK이벤트
202505LCK이벤트,20250515_IP콘텐츠_LCK이벤트_PC 서브 브랜딩(SOOP),2025-05-21 0:00:00,126337,65,2025-05-15 0:00:00,2025,5,PC 서브 브랜딩(SOOP),숲토어,LCK이벤트
202505LCK이벤트,20250515_IP콘텐츠_LCK이벤트_PC 서브 브랜딩(SOOP),2025-05-18 0:00:00,255893,139,2025-05-15 0:00:00,2025,5,PC 서브 브랜딩(SOOP),숲토어,LCK이벤트
202505LCK이벤트,20250515_IP콘텐츠_LCK이벤트_PC 서브 브랜딩(SOOP),2025-05-15 0:00:00,61924,42,2025-05-15 0:00:00,2025,5,PC 서브 브랜딩(SOOP),숲토어,LCK이벤트
202505LCK이벤트,20250515_IP콘텐츠_LCK이벤트_PC 서브 브랜딩(SOOP),2025-05-20 0:00:00,378046,225,2025-05-15 0:00:00,2025,5,PC 서브 브랜딩(SOOP),숲토어,LCK이벤트
202505LCK이벤트,20250515_IP콘텐츠_LCK이벤트_PC 서브 브랜딩(SOOP),2025-05-17 0:00:00,240504,133,2025-05-15 0:00:00,2025,5,PC 서브 브랜딩(SOOP),숲토어,LCK이벤트
202505LCK이벤트,20250515_IP콘텐츠_LCK이벤트_PC 서브 브랜딩(SOOP),2025-05-22 0:00:00,157135,70,2025-05-15 0:00:00,2025,5,PC 서브 브랜딩(SOOP),숲토어,LCK이벤트
202505LCK이벤트,20250515_IP콘텐츠_LCK이벤트_방송국 배너,2025-05-18 0:00:00,177092,141,2025-05-15 0:00:00,2025,5,방송국 배너,숲토어,LCK이벤트
202505LCK이벤트,20250515_IP콘텐츠_LCK이벤트_방송국 배너,2025-05-15 0:00:00,85010,68,2025-05-15 0:00:00,2025,5,방송국 배너,숲토어,LCK이벤트
202505LCK이벤트,20250515_IP콘텐츠_LCK이벤트_방송국 배너,2025-05-20 0:00:00,162274,122,2025-05-15 0:00:00,2025,5,방송국 배너,숲토어,LCK이벤트
202505LCK이벤트,20250515_IP콘텐츠_LCK이벤트_방송국 배너,2025-05-17 0:00:00,163650,118,2025-05-15 0:00:00,2025,5,방송국 배너,숲토어,LCK이벤트
202505LCK이벤트,20250515_IP콘텐츠_LCK이벤트_방송국 배너,2025-05-22 0:00:00,107010,83,2025-05-15 0:00:00,2025,5,방송국 배너,숲토어,LCK이벤트
202505LCK이벤트,20250515_IP콘텐츠_LCK이벤트_방송국 배너,2025-05-19 0:00:00,171238,168,2025-05-15 0:00:00,2025,5,방송국 배너,숲토어,LCK이벤트
202505LCK이벤트,20250515_IP콘텐츠_LCK이벤트_방송국 배너,2025-05-16 0:00:00,181231,149,2025-05-15 0:00:00,2025,5,방송국 배너,숲토어,LCK이벤트
202505LCK이벤트,20250515_IP콘텐츠_LCK이벤트_방송국 배너,2025-05-21 0:00:00,140795,125,2025-05-15 0:00:00,2025,5,방송국 배너,숲토어,LCK이벤트
202505LCK이벤트,20250515_IP콘텐츠_LCK이벤트_모바일 리스트 배너(SOOP),2025-05-16 0:00:00,23065,31,2025-05-15 0:00:00,2025,5,모바일 리스트 배너(SOOP),숲토어,LCK이벤트
202505LCK이벤트,20250515_IP콘텐츠_LCK이벤트_모바일 리스트 배너(SOOP),2025-05-21 0:00:00,22276,23,2025-05-15 0:00:00,2025,5,모바일 리스트 배너(SOOP),숲토어,LCK이벤트
202505LCK이벤트,20250515_IP콘텐츠_LCK이벤트_모바일 리스트 배너(SOOP),2025-05-18 0:00:00,27194,37,2025-05-15 0:00:00,2025,5,모바일 리스트 배너(SOOP),숲토어,LCK이벤트
202505LCK이벤트,20250515_IP콘텐츠_LCK이벤트_모바일 리스트 배너(SOOP),2025-05-15 0:00:00,15155,15,2025-05-15 0:00:00,2025,5,모바일 리스트 배너(SOOP),숲토어,LCK이벤트
202505LCK이벤트,20250515_IP콘텐츠_LCK이벤트_모바일 리스트 배너(SOOP),2025-05-20 0:00:00,23842,33,2025-05-15 0:00:00,2025,5,모바일 리스트 배너(SOOP),숲토어,LCK이벤트
202505LCK이벤트,20250515_IP콘텐츠_LCK이벤트_모바일 리스트 배너(SOOP),2025-05-17 0:00:00,24584,40,2025-05-15 0:00:00,2025,5,모바일 리스트 배너(SOOP),숲토어,LCK이벤트
202505LCK이벤트,20250515_IP콘텐츠_LCK이벤트_모바일 리스트 배너(SOOP),2025-05-22 0:00:00,20390,19,2025-05-15 0:00:00,2025,5,모바일 리스트 배너(SOOP),숲토어,LCK이벤트
202505LCK이벤트,20250515_IP콘텐츠_LCK이벤트_모바일 리스트 배너(SOOP),2025-05-19 0:00:00,24895,34,2025-05-15 0:00:00,2025,5,모바일 리스트 배너(SOOP),숲토어,LCK이벤트
202504마플샵,20250401_IP콘텐츠_마플샵_PC서브브랜딩(SOOP),2025-04-21 0:00:00,37762,18,2025-04-01 0:00:00,2025,4,PC 서브 브랜딩(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC서브브랜딩(SOOP),2025-04-29 0:00:00,37302,21,2025-04-01 0:00:00,2025,4,PC 서브 브랜딩(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC서브브랜딩(SOOP),2025-04-13 0:00:00,50359,23,2025-04-01 0:00:00,2025,4,PC 서브 브랜딩(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC서브브랜딩(SOOP),2025-04-02 0:00:00,81917,63,2025-04-01 0:00:00,2025,4,PC 서브 브랜딩(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC서브브랜딩(SOOP),2025-04-26 0:00:00,37289,22,2025-04-01 0:00:00,2025,4,PC 서브 브랜딩(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC서브브랜딩(SOOP),2025-04-10 0:00:00,30706,18,2025-04-01 0:00:00,2025,4,PC 서브 브랜딩(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC서브브랜딩(SOOP),2025-04-18 0:00:00,38047,16,2025-04-01 0:00:00,2025,4,PC 서브 브랜딩(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC서브브랜딩(SOOP),2025-04-04 0:00:00,75498,35,2025-04-01 0:00:00,2025,4,PC 서브 브랜딩(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC서브브랜딩(SOOP),2025-04-23 0:00:00,35229,13,2025-04-01 0:00:00,2025,4,PC 서브 브랜딩(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC서브브랜딩(SOOP),2025-04-07 0:00:00,44959,16,2025-04-01 0:00:00,2025,4,PC 서브 브랜딩(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC서브브랜딩(SOOP),2025-04-15 0:00:00,39139,17,2025-04-01 0:00:00,2025,4,PC 서브 브랜딩(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC서브브랜딩(SOOP),2025-04-20 0:00:00,50363,22,2025-04-01 0:00:00,2025,4,PC 서브 브랜딩(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC서브브랜딩(SOOP),2025-04-28 0:00:00,32766,13,2025-04-01 0:00:00,2025,4,PC 서브 브랜딩(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC서브브랜딩(SOOP),2025-04-12 0:00:00,34982,23,2025-04-01 0:00:00,2025,4,PC 서브 브랜딩(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC서브브랜딩(SOOP),2025-04-01 0:00:00,89965,54,2025-04-01 0:00:00,2025,4,PC 서브 브랜딩(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC서브브랜딩(SOOP),2025-04-25 0:00:00,29374,16,2025-04-01 0:00:00,2025,4,PC 서브 브랜딩(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC서브브랜딩(SOOP),2025-04-09 0:00:00,30171,17,2025-04-01 0:00:00,2025,4,PC 서브 브랜딩(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC서브브랜딩(SOOP),2025-04-17 0:00:00,45681,29,2025-04-01 0:00:00,2025,4,PC 서브 브랜딩(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC서브브랜딩(SOOP),2025-04-03 0:00:00,71434,59,2025-04-01 0:00:00,2025,4,PC 서브 브랜딩(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC서브브랜딩(SOOP),2025-04-22 0:00:00,41412,18,2025-04-01 0:00:00,2025,4,PC 서브 브랜딩(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC서브브랜딩(SOOP),2025-04-06 0:00:00,51422,27,2025-04-01 0:00:00,2025,4,PC 서브 브랜딩(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC서브브랜딩(SOOP),2025-04-30 0:00:00,38252,19,2025-04-01 0:00:00,2025,4,PC 서브 브랜딩(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC서브브랜딩(SOOP),2025-04-14 0:00:00,39858,17,2025-04-01 0:00:00,2025,4,PC 서브 브랜딩(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC서브브랜딩(SOOP),2025-04-19 0:00:00,44763,24,2025-04-01 0:00:00,2025,4,PC 서브 브랜딩(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC서브브랜딩(SOOP),2025-04-27 0:00:00,39663,26,2025-04-01 0:00:00,2025,4,PC 서브 브랜딩(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC서브브랜딩(SOOP),2025-04-11 0:00:00,41411,24,2025-04-01 0:00:00,2025,4,PC 서브 브랜딩(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC서브브랜딩(SOOP),2025-04-05 0:00:00,70880,43,2025-04-01 0:00:00,2025,4,PC 서브 브랜딩(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC서브브랜딩(SOOP),2025-04-24 0:00:00,29355,16,2025-04-01 0:00:00,2025,4,PC 서브 브랜딩(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC서브브랜딩(SOOP),2025-04-08 0:00:00,45462,23,2025-04-01 0:00:00,2025,4,PC 서브 브랜딩(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC서브브랜딩(SOOP),2025-04-16 0:00:00,57528,29,2025-04-01 0:00:00,2025,4,PC 서브 브랜딩(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC 플레이어 상단배너(SOOP),2025-04-22 0:00:00,25485,26,2025-04-01 0:00:00,2025,4,PC 플레이어 상단배너(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC 플레이어 상단배너(SOOP),2025-04-30 0:00:00,23936,16,2025-04-01 0:00:00,2025,4,PC 플레이어 상단배너(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC 플레이어 상단배너(SOOP),2025-04-14 0:00:00,24845,24,2025-04-01 0:00:00,2025,4,PC 플레이어 상단배너(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC 플레이어 상단배너(SOOP),2025-04-07 0:00:00,34480,39,2025-04-01 0:00:00,2025,4,PC 플레이어 상단배너(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC 플레이어 상단배너(SOOP),2025-04-19 0:00:00,23287,33,2025-04-01 0:00:00,2025,4,PC 플레이어 상단배너(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC 플레이어 상단배너(SOOP),2025-04-27 0:00:00,24979,17,2025-04-01 0:00:00,2025,4,PC 플레이어 상단배너(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC 플레이어 상단배너(SOOP),2025-04-11 0:00:00,24573,18,2025-04-01 0:00:00,2025,4,PC 플레이어 상단배너(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC 플레이어 상단배너(SOOP),2025-04-04 0:00:00,54275,47,2025-04-01 0:00:00,2025,4,PC 플레이어 상단배너(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC 플레이어 상단배너(SOOP),2025-04-16 0:00:00,14466,11,2025-04-01 0:00:00,2025,4,PC 플레이어 상단배너(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC 플레이어 상단배너(SOOP),2025-04-24 0:00:00,18708,13,2025-04-01 0:00:00,2025,4,PC 플레이어 상단배너(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC 플레이어 상단배너(SOOP),2025-04-08 0:00:00,24216,15,2025-04-01 0:00:00,2025,4,PC 플레이어 상단배너(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC 플레이어 상단배너(SOOP),2025-04-01 0:00:00,57404,55,2025-04-01 0:00:00,2025,4,PC 플레이어 상단배너(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC 플레이어 상단배너(SOOP),2025-04-21 0:00:00,25365,18,2025-04-01 0:00:00,2025,4,PC 플레이어 상단배너(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC 플레이어 상단배너(SOOP),2025-04-29 0:00:00,25936,22,2025-04-01 0:00:00,2025,4,PC 플레이어 상단배너(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC 플레이어 상단배너(SOOP),2025-04-13 0:00:00,28231,28,2025-04-01 0:00:00,2025,4,PC 플레이어 상단배너(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC 플레이어 상단배너(SOOP),2025-04-06 0:00:00,51089,46,2025-04-01 0:00:00,2025,4,PC 플레이어 상단배너(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC 플레이어 상단배너(SOOP),2025-04-18 0:00:00,18357,15,2025-04-01 0:00:00,2025,4,PC 플레이어 상단배너(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC 플레이어 상단배너(SOOP),2025-04-26 0:00:00,24963,17,2025-04-01 0:00:00,2025,4,PC 플레이어 상단배너(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC 플레이어 상단배너(SOOP),2025-04-10 0:00:00,23105,22,2025-04-01 0:00:00,2025,4,PC 플레이어 상단배너(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC 플레이어 상단배너(SOOP),2025-04-03 0:00:00,49716,44,2025-04-01 0:00:00,2025,4,PC 플레이어 상단배너(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC 플레이어 상단배너(SOOP),2025-04-15 0:00:00,12970,4,2025-04-01 0:00:00,2025,4,PC 플레이어 상단배너(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC 플레이어 상단배너(SOOP),2025-04-23 0:00:00,22401,14,2025-04-01 0:00:00,2025,4,PC 플레이어 상단배너(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC 플레이어 상단배너(SOOP),2025-04-20 0:00:00,33516,38,2025-04-01 0:00:00,2025,4,PC 플레이어 상단배너(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC 플레이어 상단배너(SOOP),2025-04-28 0:00:00,20189,16,2025-04-01 0:00:00,2025,4,PC 플레이어 상단배너(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC 플레이어 상단배너(SOOP),2025-04-12 0:00:00,27271,25,2025-04-01 0:00:00,2025,4,PC 플레이어 상단배너(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC 플레이어 상단배너(SOOP),2025-04-05 0:00:00,49584,57,2025-04-01 0:00:00,2025,4,PC 플레이어 상단배너(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC 플레이어 상단배너(SOOP),2025-04-17 0:00:00,15505,14,2025-04-01 0:00:00,2025,4,PC 플레이어 상단배너(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC 플레이어 상단배너(SOOP),2025-04-25 0:00:00,19940,15,2025-04-01 0:00:00,2025,4,PC 플레이어 상단배너(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC 플레이어 상단배너(SOOP),2025-04-09 0:00:00,23325,20,2025-04-01 0:00:00,2025,4,PC 플레이어 상단배너(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC 플레이어 상단배너(SOOP),2025-04-02 0:00:00,52312,68,2025-04-01 0:00:00,2025,4,PC 플레이어 상단배너(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_PC 비쥬얼 보드(SOOP)_오전,2025-04-01 0:00:00,294425,663,2025-04-01 0:00:00,2025,4,PC 비쥬얼 보드(SOOP),숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_MO방송국 배너,2025-04-18 0:00:00,95225,68,2025-04-01 0:00:00,2025,4,방송국 배너,숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_MO방송국 배너,2025-04-02 0:00:00,208589,167,2025-04-01 0:00:00,2025,4,방송국 배너,숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_MO방송국 배너,2025-04-26 0:00:00,151781,140,2025-04-01 0:00:00,2025,4,방송국 배너,숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_MO방송국 배너,2025-04-10 0:00:00,145440,112,2025-04-01 0:00:00,2025,4,방송국 배너,숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_MO방송국 배너,2025-04-23 0:00:00,93491,71,2025-04-01 0:00:00,2025,4,방송국 배너,숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_MO방송국 배너,2025-04-07 0:00:00,180228,129,2025-04-01 0:00:00,2025,4,방송국 배너,숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_MO방송국 배너,2025-04-15 0:00:00,137974,93,2025-04-01 0:00:00,2025,4,방송국 배너,숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_MO방송국 배너,2025-04-20 0:00:00,92652,75,2025-04-01 0:00:00,2025,4,방송국 배너,숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_MO방송국 배너,2025-04-04 0:00:00,223039,185,2025-04-01 0:00:00,2025,4,방송국 배너,숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_MO방송국 배너,2025-04-28 0:00:00,163389,133,2025-04-01 0:00:00,2025,4,방송국 배너,숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_MO방송국 배너,2025-04-12 0:00:00,156071,112,2025-04-01 0:00:00,2025,4,방송국 배너,숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_MO방송국 배너,2025-04-01 0:00:00,298725,232,2025-04-01 0:00:00,2025,4,방송국 배너,숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_MO방송국 배너,2025-04-17 0:00:00,97679,79,2025-04-01 0:00:00,2025,4,방송국 배너,숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_MO방송국 배너,2025-04-25 0:00:00,127407,112,2025-04-01 0:00:00,2025,4,방송국 배너,숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_MO방송국 배너,2025-04-09 0:00:00,149361,120,2025-04-01 0:00:00,2025,4,방송국 배너,숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_MO방송국 배너,2025-04-22 0:00:00,119421,102,2025-04-01 0:00:00,2025,4,방송국 배너,숲토어,마플샵
202504마플샵,20250401_IP콘텐츠_마플샵_MO방송국 배너,2025-04-06 0:00:00,170175,155,2025-04-01 0:00:00,2025,4,방송국 배너,숲토어,마플샵
